"","PostNum","PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName","BallotsForParty","Pluses","Minuses","Points","Result"
"5355",5,14,"Guntis","Stramkals","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,34,10,342,""
"5356",6,2,"Viktors","Vainutis","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,41,18,341,""
"5357",7,13,"Andis","Kārkliņš","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,34,11,341,""
"5358",8,3,"Aina","Nagle","Female",8,18,"Latgales Gaisma",5,"Zemgale",318,37,15,340,""
"5359",9,8,"Viesturs","Boka","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,34,13,339,""
"5360",10,11,"Veronika","Medjaņika","Female",8,18,"Latgales Gaisma",5,"Zemgale",318,33,12,339,""
"5361",11,6,"Vladimirs","Bičkovskis","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,36,16,338,""
"5362",12,7,"Imants Atis","Skrupskis","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,33,13,338,""
"5363",13,1,"Rihards","Eigims","Male",8,18,"Latgales Gaisma",5,"Zemgale",318,66,47,337,""
"5364",14,10,"Ļuba","Meldere","Female",8,18,"Latgales Gaisma",5,"Zemgale",318,31,12,337,""
"5365",15,12,"Ligita","Raubena","Female",8,18,"Latgales Gaisma",5,"Zemgale",318,29,11,336,""
"5366",1,1,"Irēna","Saprovska","Female",8,19,"Māras zeme",1,"Rīga",335,39,17,357,""
"5367",2,2,"Juris","Putniņš","Male",8,19,"Māras zeme",1,"Rīga",335,28,17,346,""
"5368",3,9,"Lilita","Bērziņa","Female",8,19,"Māras zeme",1,"Rīga",335,25,16,344,""
"5369",4,5,"Alvis-Andris","Dauksts","Male",8,19,"Māras zeme",1,"Rīga",335,21,17,339,""
"5370",5,8,"Andris","Podāns","Male",8,19,"Māras zeme",1,"Rīga",335,18,15,338,""
"5371",6,11,"Zigrīda  Ilona","Finka","Female",8,19,"Māras zeme",1,"Rīga",335,21,19,337,""
"5372",7,4,"Inese","Rožkalne","Female",8,19,"Māras zeme",1,"Rīga",335,18,18,335,""
"5373",8,3,"Ārijs","Dobums","Male",8,19,"Māras zeme",1,"Rīga",335,18,20,333,""
"5374",9,7,"Margrieta","Laimiņa","Female",8,19,"Māras zeme",1,"Rīga",335,12,15,332,""
"5375",10,10,"Marija","Šenne","Female",8,19,"Māras zeme",1,"Rīga",335,13,17,331,""
"5376",11,6,"Raimonds","Ekurs","Male",8,19,"Māras zeme",1,"Rīga",335,13,19,329,""
"5377",1,2,"Juris","Putniņš","Male",8,19,"Māras zeme",2,"Vidzeme",494,102,11,585,""
"5378",2,1,"Irēna","Saprovska","Female",8,19,"Māras zeme",2,"Vidzeme",494,87,18,563,""
"5379",3,9,"Lilita","Bērziņa","Female",8,19,"Māras zeme",2,"Vidzeme",494,50,13,531,""
"5380",4,4,"Inese","Rožkalne","Female",8,19,"Māras zeme",2,"Vidzeme",494,39,13,520,""
"5381",5,6,"Raimonds","Ekurs","Male",8,19,"Māras zeme",2,"Vidzeme",494,36,14,516,""
"5382",6,10,"Marija","Šenne","Female",8,19,"Māras zeme",2,"Vidzeme",494,37,15,516,""
"5383",7,3,"Ārijs","Dobums","Male",8,19,"Māras zeme",2,"Vidzeme",494,36,15,515,""
"5384",8,7,"Margrieta","Laimiņa","Female",8,19,"Māras zeme",2,"Vidzeme",494,34,14,514,""
"5385",9,8,"Andris","Podāns","Male",8,19,"Māras zeme",2,"Vidzeme",494,31,15,510,""
"5386",10,11,"Zigrīda  Ilona","Finka","Female",8,19,"Māras zeme",2,"Vidzeme",494,27,14,507,""
"5387",11,5,"Alvis-Andris","Dauksts","Male",8,19,"Māras zeme",2,"Vidzeme",494,28,16,506,""
"5388",1,1,"Irēna","Saprovska","Female",8,19,"Māras zeme",3,"Latgale",278,28,10,296,""
"5389",2,2,"Juris","Putniņš","Male",8,19,"Māras zeme",3,"Latgale",278,26,13,291,""
"5390",3,9,"Lilita","Bērziņa","Female",8,19,"Māras zeme",3,"Latgale",278,21,13,286,""
"5391",4,4,"Inese","Rožkalne","Female",8,19,"Māras zeme",3,"Latgale",278,18,13,283,""
"5392",5,5,"Alvis-Andris","Dauksts","Male",8,19,"Māras zeme",3,"Latgale",278,16,12,282,""
"5393",6,3,"Ārijs","Dobums","Male",8,19,"Māras zeme",3,"Latgale",278,13,12,279,""
"5394",7,7,"Margrieta","Laimiņa","Female",8,19,"Māras zeme",3,"Latgale",278,13,12,279,""
"5395",8,8,"Andris","Podāns","Male",8,19,"Māras zeme",3,"Latgale",278,13,12,279,""
"5396",9,10,"Marija","Šenne","Female",8,19,"Māras zeme",3,"Latgale",278,13,12,279,""
"5397",10,11,"Zigrīda  Ilona","Finka","Female",8,19,"Māras zeme",3,"Latgale",278,12,11,279,""
"5398",11,6,"Raimonds","Ekurs","Male",8,19,"Māras zeme",3,"Latgale",278,13,14,277,""
"5399",1,1,"Irēna","Saprovska","Female",8,19,"Māras zeme",4,"Kurzeme",130,17,5,142,""
"5400",2,9,"Lilita","Bērziņa","Female",8,19,"Māras zeme",4,"Kurzeme",130,9,4,135,""
"5401",3,11,"Zigrīda  Ilona","Finka","Female",8,19,"Māras zeme",4,"Kurzeme",130,11,6,135,""
"5402",4,4,"Inese","Rožkalne","Female",8,19,"Māras zeme",4,"Kurzeme",130,9,5,134,""
"5403",5,10,"Marija","Šenne","Female",8,19,"Māras zeme",4,"Kurzeme",130,7,4,133,""
"5404",6,2,"Juris","Putniņš","Male",8,19,"Māras zeme",4,"Kurzeme",130,8,6,132,""
"5405",7,7,"Margrieta","Laimiņa","Female",8,19,"Māras zeme",4,"Kurzeme",130,6,4,132,""
"5406",8,8,"Andris","Podāns","Male",8,19,"Māras zeme",4,"Kurzeme",130,7,5,132,""
"5407",9,5,"Alvis-Andris","Dauksts","Male",8,19,"Māras zeme",4,"Kurzeme",130,6,5,131,""
"5408",10,3,"Ārijs","Dobums","Male",8,19,"Māras zeme",4,"Kurzeme",130,6,7,129,""
"5409",11,6,"Raimonds","Ekurs","Male",8,19,"Māras zeme",4,"Kurzeme",130,4,6,128,""
"5410",1,1,"Irēna","Saprovska","Female",8,19,"Māras zeme",5,"Zemgale",209,33,10,232,""
"5411",2,2,"Juris","Putniņš","Male",8,19,"Māras zeme",5,"Zemgale",209,27,5,231,""
"5412",3,9,"Lilita","Bērziņa","Female",8,19,"Māras zeme",5,"Zemgale",209,21,8,222,""
"5413",4,7,"Margrieta","Laimiņa","Female",8,19,"Māras zeme",5,"Zemgale",209,18,6,221,""
"5414",5,10,"Marija","Šenne","Female",8,19,"Māras zeme",5,"Zemgale",209,17,7,219,""
"5415",6,4,"Inese","Rožkalne","Female",8,19,"Māras zeme",5,"Zemgale",209,17,8,218,""
"5416",7,8,"Andris","Podāns","Male",8,19,"Māras zeme",5,"Zemgale",209,16,7,218,""
"5417",8,6,"Raimonds","Ekurs","Male",8,19,"Māras zeme",5,"Zemgale",209,13,5,217,""
"5418",9,11,"Zigrīda  Ilona","Finka","Female",8,19,"Māras zeme",5,"Zemgale",209,18,10,217,""
"5419",10,3,"Ārijs","Dobums","Male",8,19,"Māras zeme",5,"Zemgale",209,13,7,215,""
"5420",11,5,"Alvis-Andris","Dauksts","Male",8,19,"Māras zeme",5,"Zemgale",209,11,6,214,""
"5421",1,1,"Irēna","Saprovska","Female",9,1,"Māras zeme",1,"Rīga",1133,490,55,1568,""
"5422",1,1,"Irēna","Saprovska","Female",9,1,"Māras zeme",2,"Vidzeme",1348,566,68,1846,""
"5423",1,1,"Irēna","Saprovska","Female",9,1,"Māras zeme",3,"Latgale",777,281,35,1023,""
"5424",1,1,"Irēna","Saprovska","Female",9,1,"Māras zeme",4,"Kurzeme",421,152,33,540,""
"5425",1,1,"Irēna","Saprovska","Female",9,1,"Māras zeme",5,"Zemgale",721,315,38,998,""
"5426",1,1,"Nils","Ušakovs","Male",9,2,"SC",1,"Rīga",64971,25165,728,89408,"ievēlēts"
"5427",2,2,"Sergejs","Dolgopolovs","Male",9,2,"SC",1,"Rīga",64971,15899,1213,79657,"ievēlēts"
"5428",3,16,"Aleksandrs","Mirskis","Male",9,2,"SC",1,"Rīga",64971,12866,1328,76509,"ievēlēts"
"5429",4,3,"Artūrs","Rubiks","Male",9,2,"SC",1,"Rīga",64971,11218,1556,74633,"ievēlēts"
"5430",5,4,"Jānis","Urbanovičs","Male",9,2,"SC",1,"Rīga",64971,10108,783,74296,"ievēlēts"
"5431",6,5,"Andrejs","Klementjevs","Male",9,2,"SC",1,"Rīga",64971,8921,696,73196,"ievēlēts"
"5432",7,8,"Boriss","Cilevičs","Male",9,2,"SC",1,"Rīga",64971,8701,835,72837,"ievēlēts"
"5433",8,30,"Sergejs","Mirskis","Male",9,2,"SC",1,"Rīga",64971,5740,1000,69711,"ievēlēts"
"5434",9,24,"Ivans","Klementjevs","Male",9,2,"SC",1,"Rīga",64971,4827,675,69123,"ievēlēts Vidzemes apgabalā"
"5435",10,17,"Igors","Pimenovs","Male",9,2,"SC",1,"Rīga",64971,4667,797,68841,""
"5436",11,13,"Mihails","Zemļinskis","Male",9,2,"SC",1,"Rīga",64971,4451,795,68627,""
"5437",12,10,"Aleksejs","Vidavskis","Male",9,2,"SC",1,"Rīga",64971,4239,818,68392,"ievēlēts Latgales apgabalā"
"5438",13,29,"Aleksejs","Holostovs","Male",9,2,"SC",1,"Rīga",64971,3959,867,68063,""
"5439",14,31,"Igors","Zujevs","Male",9,2,"SC",1,"Rīga",64971,3706,744,67933,""
"5440",15,14,"Leonids","Fedosejevs","Male",9,2,"SC",1,"Rīga",64971,3616,713,67874,""
"5441",16,23,"Vitālijs","Orlovs","Male",9,2,"SC",1,"Rīga",64971,3602,716,67857,"ievēlēts Zemgales apgabalā"
"5442",17,32,"Leonīds","Kurdjumovs","Male",9,2,"SC",1,"Rīga",64971,3746,892,67825,""
"5443",18,12,"Viktors","Gluhovs","Male",9,2,"SC",1,"Rīga",64971,3452,687,67736,""
"5444",19,11,"Igors","Solovjovs","Male",9,2,"SC",1,"Rīga",64971,3453,746,67678,""
"5445",20,20,"Valērijs","Agešins","Male",9,2,"SC",1,"Rīga",64971,2980,710,67241,"ievēlēts Kurzemes apgabalā"
"5446",21,15,"Nikolajs","Zaharovs","Male",9,2,"SC",1,"Rīga",64971,2998,789,67180,""
"5447",22,28,"Vladimirs","Frolovs","Male",9,2,"SC",1,"Rīga",64971,2870,704,67137,""
"5448",23,19,"Sergejs","Hristoļubovs","Male",9,2,"SC",1,"Rīga",64971,2953,792,67132,""
"5449",24,6,"Anita","Jākobsone","Female",9,2,"SC",1,"Rīga",64971,3030,895,67106,""
"5450",25,7,"Anatolijs","Pešehonovs","Male",9,2,"SC",1,"Rīga",64971,2945,814,67102,""
"5451",26,9,"Aivars","Bergers","Male",9,2,"SC",1,"Rīga",64971,2991,872,67090,""
"5452",27,18,"Viktors","Fedotovs","Male",9,2,"SC",1,"Rīga",64971,2681,717,66935,""
"5453",28,26,"Oļegs","Ščipcovs","Male",9,2,"SC",1,"Rīga",64971,2690,761,66900,""
"5454",29,22,"Vera","Pondina","Female",9,2,"SC",1,"Rīga",64971,2636,772,66835,""
"5455",30,25,"Anatolijs","Zolotovskovs","Male",9,2,"SC",1,"Rīga",64971,2487,715,66743,""
"5456",31,27,"Oļegs","Mihaļevičs","Male",9,2,"SC",1,"Rīga",64971,2437,717,66691,""
"5457",32,21,"Edmunds","Karaļuns","Male",9,2,"SC",1,"Rīga",64971,2339,824,66486,""
"5458",1,1,"Sergejs","Dolgopolovs","Male",9,2,"SC",2,"Vidzeme",15762,4783,360,20185,"ievēlēts Rīgas apgabalā"
"5459",2,3,"Jānis","Urbanovičs","Male",9,2,"SC",2,"Vidzeme",15762,3061,329,18494,"ievēlēts Rīgas apgabalā"
"5460",3,2,"Artūrs","Rubiks","Male",9,2,"SC",2,"Vidzeme",15762,2968,494,18236,"ievēlēts Rīgas apgabalā"
"5461",4,11,"Andrejs","Klementjevs","Male",9,2,"SC",2,"Vidzeme",15762,2154,297,17619,"ievēlēts Rīgas apgabalā"
"5462",5,16,"Boriss","Cilevičs","Male",9,2,"SC",2,"Vidzeme",15762,1869,328,17303,"ievēlēts Rīgas apgabalā"
"5463",6,17,"Ivans","Klementjevs","Male",9,2,"SC",2,"Vidzeme",15762,1448,296,16914,"ievēlēts"
"5464",7,7,"Oļegs","Deņisovs","Male",9,2,"SC",2,"Vidzeme",15762,1444,355,16851,"ievēlēts"
"5465",8,29,"Igors","Pimenovs","Male",9,2,"SC",2,"Vidzeme",15762,1238,312,16688,""
"5466",9,9,"Vitālijs","Orlovs","Male",9,2,"SC",2,"Vidzeme",15762,1241,328,16675,"ievēlēts Zemgales apgabalā"
"5467",10,5,"Nikolajs","Zaharovs","Male",9,2,"SC",2,"Vidzeme",15762,1182,332,16612,""
"5468",11,12,"Vladimirs","Barinovs","Male",9,2,"SC",2,"Vidzeme",15762,1156,376,16542,""
"5469",12,4,"Guntars","Valants","Male",9,2,"SC",2,"Vidzeme",15762,1093,391,16464,""
"5470",13,28,"Igors","Solovjovs","Male",9,2,"SC",2,"Vidzeme",15762,996,302,16456,""
"5471",14,21,"Mihails","Rogals","Male",9,2,"SC",2,"Vidzeme",15762,1068,384,16446,""
"5472",15,10,"Juris","Silovs","Male",9,2,"SC",2,"Vidzeme",15762,987,329,16420,""
"5473",16,15,"Anatolijs","Bobrovs","Male",9,2,"SC",2,"Vidzeme",15762,933,311,16384,""
"5474",17,18,"Aleksandrs","Sakovskis","Male",9,2,"SC",2,"Vidzeme",15762,869,301,16330,""
"5475",18,13,"Aigars","Līdaks","Male",9,2,"SC",2,"Vidzeme",15762,898,358,16302,""
"5476",19,22,"Olga","Veidiņa","Female",9,2,"SC",2,"Vidzeme",15762,886,351,16297,""
"5477",20,14,"Aleksandrs","Beknazarovs","Male",9,2,"SC",2,"Vidzeme",15762,837,335,16264,""
"5478",21,25,"Svetlana","Zeiliša","Female",9,2,"SC",2,"Vidzeme",15762,841,341,16262,""
"5479",22,19,"Voldemārs","Īvulis","Male",9,2,"SC",2,"Vidzeme",15762,796,301,16257,""
"5480",23,6,"Nadežda","Krūze","Female",9,2,"SC",2,"Vidzeme",15762,881,395,16248,""
"5481",24,23,"Valerijs","Strigins","Male",9,2,"SC",2,"Vidzeme",15762,798,328,16232,""
"5482",25,27,"Jānis","Lapinskis","Male",9,2,"SC",2,"Vidzeme",15762,790,340,16212,""
"5483",26,8,"Aivars","Bergers","Male",9,2,"SC",2,"Vidzeme",15762,790,373,16179,""
"5484",27,26,"Arnis","Začs","Male",9,2,"SC",2,"Vidzeme",15762,728,388,16102,""
"5485",28,24,"Edmunds","Karaļuns","Male",9,2,"SC",2,"Vidzeme",15762,694,359,16097,""
"5486",29,20,"Renārs","Špade","Male",9,2,"SC",2,"Vidzeme",15762,689,389,16062,""
"5487",1,16,"Aleksandrs","Mirskis","Male",9,2,"SC",3,"Latgale",36859,12136,837,48158,"ievēlēts Rīgas apgabalā"
"5488",2,1,"Jānis","Urbanovičs","Male",9,2,"SC",3,"Latgale",36859,9099,866,45092,"ievēlēts Rīgas apgabalā"
"5489",3,5,"Ivans","Ribakovs","Male",9,2,"SC",3,"Latgale",36859,7571,853,43577,"ievēlēts"
"5490",4,17,"Jānis","Tutins","Male",9,2,"SC",3,"Latgale",36859,5954,869,41944,"ievēlēts"
"5491",5,2,"Aleksejs","Vidavskis","Male",9,2,"SC",3,"Latgale",36859,6754,2363,41250,"ievēlēts"
"5492",6,9,"Boriss","Cilevičs","Male",9,2,"SC",3,"Latgale",36859,4349,1073,40135,"ievēlēts Rīgas apgabalā"
"5493",7,3,"Aleksandrs","Golubovs","Male",9,2,"SC",3,"Latgale",36859,3999,1104,39754,"ievēlēts"
"5494",8,13,"Sergejs","Fjodorovs","Male",9,2,"SC",3,"Latgale",36859,3271,1005,39125,"ievēlēts"
"5495",9,6,"Martijans","Bekasovs","Male",9,2,"SC",3,"Latgale",36859,3238,1201,38896,""
"5496",10,19,"Oļegs","Hļebņikovs","Male",9,2,"SC",3,"Latgale",36859,2721,884,38696,""
"5497",11,18,"Fridijs","Bokišs","Male",9,2,"SC",3,"Latgale",36859,2765,1083,38541,""
"5498",12,15,"Dagmāra","Abramova","Female",9,2,"SC",3,"Latgale",36859,2694,1165,38388,""
"5499",13,10,"Ļubova","Sparāne","Female",9,2,"SC",3,"Latgale",36859,2686,1277,38268,""
"5500",14,4,"Arnolds","Lavrinovičs","Male",9,2,"SC",3,"Latgale",36859,2538,1132,38265,""
"5501",15,7,"Anita","Jākobsone","Female",9,2,"SC",3,"Latgale",36859,2476,1167,38168,""
"5502",16,11,"Aleksandrs","Barbakadze","Male",9,2,"SC",3,"Latgale",36859,2984,1752,38091,""
"5503",17,8,"Aivars","Birulis","Male",9,2,"SC",3,"Latgale",36859,2399,1269,37989,""
"5504",18,12,"Leonards","Sprukts","Male",9,2,"SC",3,"Latgale",36859,2144,1159,37844,""
"5505",19,14,"Biruta","Višņevska","Female",9,2,"SC",3,"Latgale",36859,2099,1170,37788,""
"5506",1,1,"Valērijs","Agešins","Male",9,2,"SC",4,"Kurzeme",6386,2299,143,8542,"ievēlēts"
"5507",2,3,"Artūrs","Rubiks","Male",9,2,"SC",4,"Kurzeme",6386,1364,234,7516,"ievēlēts Rīgas apgabalā"
"5508",3,4,"Elita","Kosaka","Female",9,2,"SC",4,"Kurzeme",6386,1195,193,7388,""
"5509",4,12,"Jānis","Urbanovičs","Male",9,2,"SC",4,"Kurzeme",6386,1053,141,7298,"ievēlēts Rīgas apgabalā"
"5510",5,8,"Boriss","Cilevičs","Male",9,2,"SC",4,"Kurzeme",6386,1001,171,7216,"ievēlēts Rīgas apgabalā"
"5511",6,5,"Aleksandrs","Mirvis","Male",9,2,"SC",4,"Kurzeme",6386,838,198,7026,""
"5512",7,2,"Aivars","Bergers","Male",9,2,"SC",4,"Kurzeme",6386,722,166,6942,""
"5513",8,13,"Jeļena","Garbuzova","Female",9,2,"SC",4,"Kurzeme",6386,645,182,6849,""
"5514",9,16,"Tatjana","Beļikova","Female",9,2,"SC",4,"Kurzeme",6386,607,157,6836,""
"5515",10,7,"Sergejs","Simčaks","Male",9,2,"SC",4,"Kurzeme",6386,605,162,6829,""
"5516",11,11,"Sergejs","Bratkovs","Male",9,2,"SC",4,"Kurzeme",6386,583,153,6816,""
"5517",12,9,"Mihails","Zemļinskis","Male",9,2,"SC",4,"Kurzeme",6386,589,162,6813,""
"5518",13,15,"Sergejs","Dikterjovs","Male",9,2,"SC",4,"Kurzeme",6386,597,174,6809,""
"5519",14,10,"Juris","Barkanovs","Male",9,2,"SC",4,"Kurzeme",6386,555,175,6766,""
"5520",15,17,"Ilmars","Lešinskis","Male",9,2,"SC",4,"Kurzeme",6386,536,158,6764,""
"5521",16,14,"Jānis","Lapinskis","Male",9,2,"SC",4,"Kurzeme",6386,435,157,6664,""
"5522",17,6,"Aivars","Saliņš","Male",9,2,"SC",4,"Kurzeme",6386,455,202,6639,""
"5523",1,3,"Artūrs","Rubiks","Male",9,2,"SC",5,"Zemgale",6909,1794,127,8576,"ievēlēts Rīgas apgabalā"
"5524",2,1,"Vitālijs","Orlovs","Male",9,2,"SC",5,"Zemgale",6909,1780,114,8575,"ievēlēts"
"5525",3,4,"Nikolajs","Zaharovs","Male",9,2,"SC",5,"Zemgale",6909,715,103,7521,""
"5526",4,7,"Juris","Silovs","Male",9,2,"SC",5,"Zemgale",6909,660,100,7469,""
"5527",5,6,"Broņislavs","Ivanovskis","Male",9,2,"SC",5,"Zemgale",6909,682,133,7458,""
"5528",6,11,"Mihails","Zemļinskis","Male",9,2,"SC",5,"Zemgale",6909,620,104,7425,""
"5529",7,2,"Anita","Jākobsone","Female",9,2,"SC",5,"Zemgale",6909,596,128,7377,""
"5530",8,17,"Anatolijs","Iļjins","Male",9,2,"SC",5,"Zemgale",6909,550,98,7361,""
"5531",9,5,"Orlando","Rozens","Male",9,2,"SC",5,"Zemgale",6909,463,121,7251,""
"5532",10,9,"Kārlis","Plūmiņš","Male",9,2,"SC",5,"Zemgale",6909,456,115,7250,""
"5533",11,10,"Eduards","Svatkovs","Male",9,2,"SC",5,"Zemgale",6909,437,114,7232,""
"5534",12,13,"Māris","Kalve","Male",9,2,"SC",5,"Zemgale",6909,436,113,7232,""
"5535",13,15,"Ainārs","Galviņš","Male",9,2,"SC",5,"Zemgale",6909,410,119,7200,""
"5536",14,18,"Aivars","Dātavs","Male",9,2,"SC",5,"Zemgale",6909,376,125,7160,""
"5537",15,8,"Jānis","Žauna","Male",9,2,"SC",5,"Zemgale",6909,374,124,7159,""
"5538",16,14,"Gunta","Šagbazjana","Female",9,2,"SC",5,"Zemgale",6909,381,131,7159,""
"5539",17,12,"Līga","Lapinska","Female",9,2,"SC",5,"Zemgale",6909,408,179,7138,""
"5540",18,16,"Edmunds","Karaļuns","Male",9,2,"SC",5,"Zemgale",6909,352,127,7134,""
"5541",1,1,"Viktors","Kalnbērzs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,3196,132,12110,""
"5542",2,3,"Sergejs","Žuravļovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,2644,198,11492,""
"5543",3,2,"Vadims","Putins","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,1454,179,10321,""
"5544",4,17,"Jānis","Misa","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,960,144,9862,""
"5545",5,4,"Anatolijs","Romaņuks","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,915,172,9789,""
"5546",6,31,"Jānis","Kuzins","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,875,167,9754,""
"5547",7,7,"Aleksejs","Ivanovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,796,150,9692,""
"5548",8,6,"Mihails","Gavrilovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,807,170,9683,""
"5549",9,32,"Marika","Žuravļova","Female",9,3,"Apvienība Dzimtene",1,"Rīga",9046,868,231,9683,""
"5550",10,20,"Jānis","Ločmelis","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,781,153,9674,""
"5551",11,16,"Modris","Lujāns","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,793,173,9666,""
"5552",12,13,"Vera","Zozuļa","Female",9,3,"Apvienība Dzimtene",1,"Rīga",9046,768,166,9648,""
"5553",13,5,"Rafi","Haradžanjans","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,756,201,9601,""
"5554",14,9,"Viktors","Svirčenkovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,693,152,9587,""
"5555",15,30,"Arkādijs","Karijevs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,735,197,9584,""
"5556",16,19,"Igors","Solovjovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,657,144,9559,""
"5557",17,24,"Aleksandrs","Bogdanovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,647,141,9552,""
"5558",18,18,"Normunds","Rudevičs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,634,159,9521,""
"5559",19,12,"Juris","Silovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,629,155,9520,""
"5560",20,10,"Viktors","Zujevs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,625,154,9517,""
"5561",21,29,"Tatjana","Matvejeva","Female",9,3,"Apvienība Dzimtene",1,"Rīga",9046,615,151,9510,""
"5562",22,25,"Oļegs","Dubrovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,608,147,9507,""
"5563",23,14,"Afanasijs","Kuzmins","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,621,164,9503,""
"5564",24,27,"Jurijs","Golovaņovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,592,146,9492,""
"5565",25,8,"Gunārs","Katkevičs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,604,166,9484,""
"5566",26,21,"Vladlens","Serkovs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,580,144,9482,""
"5567",27,11,"Ruslans","Lugovskis","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,594,173,9467,""
"5568",28,15,"Nikolajs","Jaružnijs","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,560,160,9446,""
"5569",29,23,"Pāvels","Tjurins","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,540,145,9441,""
"5570",30,28,"Anfisa","Jakovļeva","Female",9,3,"Apvienība Dzimtene",1,"Rīga",9046,530,146,9430,""
"5571",31,26,"Aleksandrs","Lētiņš","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,523,151,9418,""
"5572",32,22,"Ernests","Buivids","Male",9,3,"Apvienība Dzimtene",1,"Rīga",9046,512,153,9405,""
"5573",1,2,"Viktors","Kalnbērzs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,821,100,3819,""
"5574",2,1,"Vadims","Putins","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,568,108,3558,""
"5575",3,3,"Aina","Žuravļova","Female",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,404,111,3391,""
"5576",4,15,"Vladimirs","Gasperovičs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,353,92,3359,""
"5577",5,28,"Marika","Žuravļova","Female",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,317,105,3310,""
"5578",6,19,"Tahirs","Sīmanis","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,298,87,3309,""
"5579",7,4,"Jānis","Ločmelis","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,298,106,3290,""
"5580",8,29,"Jānis","Kuzins","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,293,105,3286,""
"5581",9,6,"Vera","Zozuļa","Female",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,263,103,3258,""
"5582",10,7,"Afanasijs","Kuzmins","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,261,105,3254,""
"5583",11,14,"Jānis","Misa","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,253,102,3249,""
"5584",12,5,"Viktors","Svirčenkovs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,237,100,3235,""
"5585",13,8,"Juris","Silovs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,231,104,3225,""
"5586",14,18,"Jānis","Bojārs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,229,104,3223,""
"5587",15,25,"Viktors","Birjukovs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,225,101,3222,""
"5588",16,27,"Igors","Solovjovs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,226,102,3222,""
"5589",17,11,"Gaļina","Bezdeņežniha","Female",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,216,98,3216,""
"5590",18,20,"Andrejs","Bessoļcevs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,200,96,3202,""
"5591",19,13,"Normunds","Ozoliņš","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,204,104,3198,""
"5592",20,17,"Māris","Jansons","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,199,100,3197,""
"5593",21,21,"Peresvets","Bezdeņežnihs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,202,106,3194,""
"5594",22,24,"Ivans","Gusevs","Male",9,3,"Apvienība Dzimtene",2,"Vidzeme",3098,194,100,3192,""
